,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Apes of Space VX,7777.0,ETH,True,0.08,,0.08,,rRrnHCQsvn,apesofspace_nft,https://apesofspace.com/
1,Flying fox club,10000.0,ETH,False,,,,,6WUkAv73NK,Flyingfoxclub,https://flyingfoxclub.com/
2,Angry Falcons,10000.0,ETH,False,,,,,25fjeqb3XZ,AngryFalconNFT,https://angryfalcons.io/
3,Sour Pickles,6969.0,ETH,False,,,,,xb9t3CRxYG,SourPicklesNft,https://www.sourpicklesnft.io
4,Akamir,10000.0,ETH,False,,,,,zN7CyEFNvK,akamirETH,https://www.akamir.com/
5,Golf Junkies,10000.0,ETH,False,,,,,kw6bT3jcZB,GolfJunkiesNFT,https://golfjunkies.com
6,Ukiyo Players,10000.0,,True,,2022-04-20 07:00:00,,2022-04-20 07:00:00,ukiyoplayers,ukiyoplayers,https://www.ukiyoplayers.com
7,Combat Apes Social Club,1500.0,SOL,False,,,,,SNHBKFYSme,combatapes,http://combatapesclub.com/
8,Rasta Panda Pot Club,8900.0,ETH,False,,,,,m4QZwk9yAN,RastaPandaPC,https://rastapandapotclub.com/
9,Treasure Sloths,10069.0,ETH,False,,,,,CmuHpcaWFy,TreasureSloths,https://treasuresloths.com
10,Metaplicant,3333.0,ETH,False,,,,,989VTDkxQZ,metaplicant,https://metaplicants.com
11,Pot Pin-Ups,420.0,SOL,False,,,,,wNneh3hHaS,Pot_PinUps,https://www.potpinups.com/
12,The Divine Satoshi Club,3000.0,ETH,False,,,,,zXJn68tdWk,DivineSatoshi,https://divinesatoshiclub.com
13,Mad Veggies,1515.0,AVAX,False,,,,,sg8VWbmZaK,MadVeggies,https://madveggies.com
14,Crypto Battalion,8888.0,ETH,False,,,,,mDNN9rfAmB,battalionnft,https://CryptoBattalion.xyz
15,Dripperz Cyber Club,5555.0,ETH,False,,,,,dripperzcc,DripperzCC,https://dripperzcyber.club/
16,iDreamer,3333.0,ETH,False,,,,,impermanent-digital,idreamerNFT,https://idreamer.xyz
17,The Weedez Club,4200.0,ETH,True,0.05,,0.05,,DH6vaGzYH3,TheWeedez,http://weedez.club
18,ChainNationGirls,7777.0,ETH,False,,,,,XuECJw5bTX,Chain_Nation,https://www.chainnation.info
19,Cosmic Soup,118.0,ETH,False,,,,,zRE9jKtmzZ,CosmicSoupNFT,https://cosmicsoup.io/
20,Mayhem Alumnis,2000.0,ETH,True,0.03,,0.03,,M9J7hkERY5,mayhemalumnis?s=21,https://mayhemalumnis.com/
21,Munchie Mafia Night Club,9999.0,ETH,False,,,,,munchiemafia,themunchiemafia,https://themunchiemafia.com 
22,The Orc Horde,10000.0,ETH,False,,,,,8pgVATSD9k,OrcHorde,https://theorchorde.com/ 
23,BabyDogeArmy,10000.0,ETH,True,,2022-04-20 13:20:00,,2022-04-20 13:20:00,babydogecoin,BabyDogeCoin,https://babydogenft.com
24,SmurfZillaz,4200.0,SOL,False,,,,,smurfzillaz,SmurfZillazNFT,https://smurfzillaz.com/
25,Party Potato Club,8888.0,ETH,False,,,,,nu9BZtVtTU,partypotatonft,https://www.partypotatoclub.com/
26,Meta Friends,3333.0,ETH,True,,2022-04-20 19:00:00,,2022-04-20 19:00:00,e27AAT7CXB,MetaFriendsNFT,https://www.metafriendsnft.io/
27,All Of Us Are Eggs,5000.0,ETH,True,,2022-04-20 00:00:00,,2022-04-20 00:00:00,xXssKm7P,allofusareeggs,http://allofusareeggs.xyz/
28,Kevin The Monkey,4444.0,ETH,False,,,,,kevinthemonkey,KevinTheMonkey,https://www.kevinthemonkey.io/
29,Meta Nomads,1000.0,ETH,False,,,,,meta-nomads,meta_nomads,https://metanomads.world
30,Plumpkin NFT,10000.0,ETH,False,,,,,FpZwktQwXh,PlumpkinNft,https://plumpkin.net/
31,Good Monkeyz,10000.0,ETH,False,,,,,goodmonkeyz,goodmonkeyz,https://goodmonkeyz.art
32,WOMEN RIGHT CLUB,10000.0,ETH,False,,,,,saMaKYedTt,womenrightclub,https://womensrightnft.io/
33,GreenBudKillersClub,420.0,ETH,False,,,,,jWNmMH7Z9U,greenbudkillers,https://greenbudkillers.club
34,Bad Putin NFT,9999.0,,True,,2022-04-21 11:00:00,,2022-04-21 11:00:00,AaZQk4RXSD,BadPutinNFT,https://www.badputin.io/
35,Angryfrogs,10000.0,,False,,,,,mzgxtECh93,Angryfrogsnft,https://angryfrogs.io/
36,Funky Bunnies,3333.0,ETH,False,,,,,funkybunnies,funkybunnies3d,https://funkybunnies.xyz
37,BoarWar is a collectible card game,8000.0,ETH,True,0.03,2022-04-21 14:00:00,0.03,2022-04-21 14:00:00,tWpgZPTF54,Boar_War_NFT,http://boarwar.io
38,Sayre,5555.0,ETH,False,,,,,Sayre,sayre_project,https://thesayreproject.com/
39,The Assembly Vol. 3: The Mayans,1000.0,SOL,True,2.0,2022-04-21 16:00:00,2.0,2022-04-21 16:00:00,yaDcK9J5ze,theassemblynft,https://theassembly.gg/
40,CyberCatz,10000.0,ETH,False,,,,,je3Z69XTA4,CyberCatz_,https://cybercatznft.io/
41,Bear Cartel,6666.0,ETH,True,0.08,,0.08,,bearcartel,nftbearcartel,http://bearcartel.club/
42,VOLTZ,9999.0,,True,,2022-04-21 00:00:00,,2022-04-21 00:00:00,cunnqtDUkv,voltz_me,https://voltz.me/en/
43,magical mothers,2222.0,ETH,False,,,,,DtvZX9Zu,magicalmothers_,https://www.magicalmothers.art/
44,MoBioZ,8888.0,ETH,False,,,,,mobioz,mobioz,https://www.mobioz.io
45,SupGators,10000.0,ETH,False,,,,,supgators,supgators,https://www.supgators.com/
46,DIGIFOLK,10000.0,ETH,False,,,,,M3eRt6R,DigiFolkNFT,https://digifolk.io/
47,NEON PLEXUS: OVERRIDE,9000.0,ETH,True,,2022-04-22 09:00:00,,2022-04-22 09:00:00,neonplexus,NEONPLEXUS,https://neonplexus.io
48,SprayManX22,1000.0,ETH,False,,,,,,,
49,Pirates NFT Club,2000.0,ETH,False,,,,,J5YMEqtNyK,PiratesNFTClub,https://piratesnftclub.ambition.so/
50,Bouncing Buddies,10000.0,ETH,False,,,,,mPNgBmApBC,BouncingBuddiez,https://bouncing-buddies.com
51,FANZONE Sports Club,555.0,ETH,True,0.1,2022-04-22 10:00:00,0.1,2022-04-22 10:00:00,discord,fanzone_io,https://www.fanzone.io/fanzone-sports-club/?mtm_campaign=drop&mtm_source=calendar&mtm_medium=raritytolls
52,SolSeats,8185.0,,False,,,,,tufdEhnsec,SolSeats,https://thesolseats.com
53,ETHX AI,2222.0,ETH,True,0.06,2022-04-22 11:00:00,0.06,2022-04-22 11:00:00,ethxai,ethxai,https://ethx.ai/
54,The Delinquents,5555.0,ETH,True,0.05,2022-04-22 00:00:00,0.05,2022-04-22 00:00:00,D2tkkJCj2A,DelinquentNFTs,https://delinquentsnft.com
55,Animfers,999.0,ETH,False,,,,,CT9kMzYUKD,animfers,https://animfers.com/
56,Mutant Turkeys,6666.0,,False,,,,,HjnVyxydv9,TurkeysNfts,https://turkeymegaverse.com
57,Asian Identity,8000.0,ETH,True,0.05,,0.05,,asianidentity,asianidentity,https://asianidentity.io/
58,Coffee Junkies,6000.0,ETH,False,,,,,DtcgkNMC9H,coffeejunkienft,https://coffeejunkieclub.com
59,Figment Country Club,4000.0,ETH,False,,,,,Xq6KWHERs5,livefigment,https://country.figment.live/
60,Metaboards,4000.0,ETH,True,,2022-04-22 00:00:00,,2022-04-22 00:00:00,metaboards,metaboardsnft,https://metaboards.space/
61,Stiffy from Prickheads Art,2022.0,ETH,True,,2022-04-22 00:00:00,,2022-04-22 00:00:00,#discord,PrickheadsArt,https://prickheads.art/
62,SupGators,10000.0,ETH,True,0.04,,0.04,,5kKm35uWHr,supgators,https://www.supgators.com
63,Valorien,3333.0,ETH,True,0.05,2022-04-22 00:00:00,0.05,2022-04-22 00:00:00,Valorien,Valoriennft,https://valoriennft.com/
64,CowLoots,8888.0,,False,,,,,,,
65,Mutant Satoshi Club,10000.0,MATIC,False,,,,,mt8yzgVxrS,mutantsatoshi,https://mutantsatoshi.com/
66,Naughty teddies club,5000.0,ETH,False,,,,,ntc,naughtyteddies,https://naughtyteddiesclub.com
67,Wardrobe Collection Club,2000.0,ETH,True,0.06,2022-04-23 07:00:00,0.06,2022-04-23 07:00:00,SYgdh52e7u,Wardrobe_Club,https://www.wardrobeclub.io/
68,Crypto Gods,1111.0,ETH,True,0.15,2022-04-23 11:00:00,0.15,2022-04-23 11:00:00,6jYDTNMejU,CryptoGods_ETH,https://cryptogodsecosystem.com/
69,LootWorld.io,1000.0,ETH,True,0.03,2022-04-23 11:00:00,0.03,2022-04-23 11:00:00,lootbox,NFTLootBox,https://www.lootworld.io/
70,Solana Succubus,888.0,SOL,True,0.8,,0.8,,solanasuccubus,solanasuccubus,https://solanasuccubus.io
71,Rings of Angels,1111.0,SOL,True,,2022-04-23 11:30:00,,2022-04-23 11:30:00,b4QU2YZy2X,Rings_Angels,http://ringsofangels.com/
72,Solmon,2000.0,,False,,,,,solmon,solmonthegame,https://solmon.game/
73,Gādo NFT,2222.0,SOL,True,0.99,,0.99,,gadonft,gadonft,https://gadonft.com
74,Happi frens,4200.0,ETH,False,,,,,nDSrgvvg,HappiFrensNFT,https://happifrens.netlify.app
75,Legendary Cybons,500.0,MATIC,False,,,,,UPmbY42Uwd,TUniverseNft,https://www.legendary-cybons.com/
76,Parov Stelar x Flowtys - Moonlight Love Affair,10000.0,,True,,2022-04-23 00:00:00,,2022-04-23 00:00:00,MSG2bSjMff,FlowtysNFT,http://moonlightloveaffair.com/
77,Ugly People by Torrealba,10000.0,,True,,2022-04-23 00:00:00,,2022-04-23 00:00:00,uglypeople,UglyPeopleNFT,https://uglypeople.art/
78,NFT Racers,5000.0,ETH,False,,,,,kNxMXhZvyU,NftRacers,https://nftracers.com/
79,Meta Manor,2500.0,ETH,False,,,,,Uk2uAfZ9GZ,metamanor,https://www.metamanor.art
80,Misfits Ape Society,2500.0,ETH,False,,,,,misfitsapesociety,misfitsapenft,https://misfitsapesociety.com
81,Powerful Hands,10000.0,ETH,True,,2022-04-24 09:00:00,,2022-04-24 09:00:00,kVWAtzvFBp,_Powerfulhands_,https://nftsph.com/
82,Indigenous Women Fighters,5500.0,ETH,False,,,,,discord-holders only,INDIGWomenFTRs,https://indigenouswomenfighters.com
83,Mr. Crypto by Racksmafia,10000.0,MATIC,False,,,,,EqZPMr43Bb,racksmafia,https://www.metaverse.racksmafia.com/
84,The Professor,5050.0,ETH,True,,2022-04-24 14:00:00,,2022-04-24 14:00:00,83QxAxbKsF,9waveslabs,https://www.theprofessor.io/
85,PopCultureKid's,800.0,,False,,,,,AUFWREpX,pcknfts,https://popculturekids.io/
86,Akira Figthers,444.0,SOL,False,,,,,yY2QvxjvWc,akira_fighters,http://akirafighters.com/
87,Purple Ape Club,5555.0,MATIC,False,,,,,PTUerRrMDh,purpleapesclub,https://purpleapeclub.xyz/
88,CryptoVibrantArrows,7777.0,ETH,True,0.0,,0.0,,,,
89,Peanut Family Coin,6000.0,ETH,False,,,,,xTqXCDsywz,PEANUTF_NFT,https://peanutf.com/
90,BoredSnakeClub NFTs,3333.0,ETH,False,,,,,NTebntrE95,boredsnake_club,https://www.boredsnakeclub.com/
91,The Potato Club,10000.0,,True,,,,,6xjXz85zjC,AA_ART_NFT,https://aa-art.io/
92,Dragon Futurist,7777.0,SOL,False,,,,,dragonfuturist,Dragon_Futurist,https://dragonfuturist.io
93,LambBrawl,555.0,ETH,False,,,,,EByvEYejUU,LambBrawl,https://www.lambbrawl.com/
94,Idol Idol,5000.0,ETH,True,,2022-04-25 19:00:00,,2022-04-25 19:00:00,xDhUt8B2uq,Idolidol_Game,https://idolidol.io/
95,PIONAUTS,1500.0,ETH,True,,2022-04-25 22:00:00,,2022-04-25 22:00:00,GyNfcuzSar,pionauts,https://pionauts.com
96,Evolved Mad Apes,5555.0,ETH,True,0.12,2022-04-25 00:00:00,0.12,2022-04-25 00:00:00,TSeJ9G2p8B,MadEvolved,https://evolvedmadapes.com/
97,Kanaky Tribe,2000.0,MATIC,True,100.0,2022-04-25 00:00:00,100.0,2022-04-25 00:00:00,TMkrNSrV29,KanakyTribe,https://www.kanakytribe.com/
98,Octave Club,2222.0,SOL,True,1.0,,1.0,,QPHRcpgstk,octaveclub747?t=0MJCPpe3To6UngYlWl_OEQ&s=09,https://www.octave-club.com/
99,Pirate Life NFT,7777.0,ETH,True,0.07,,0.07,,7G4Uk8gVDw,PirateLifeNFT,https://Www.PirateLifeNFT.com
100,BirdezGang,6333.0,ETH,False,,,,,birdezgang,BirdezGang,https://birdezkingdom.com/
101,Whoopsies Doopsies,6000.0,ETH,False,,,,,kvU3ZtNxMP,WDoopsies,https://whoopdoop.com
102,PompoTheRobot,123.0,ETH,True,,2022-04-26 00:09:00,,2022-04-26 00:09:00,2CYRCUNQns,pompotherobot,https://www.pompotherobot.com
103,Haddie's bay club,7777.0,ETH,False,,,,,haddiesbayclub,haddiesbayclub,https://Haddiesbayclub.com
104,Groovy Trance,100.0,LUNA,False,,,,,gjjcBfbdjD,NFTgroovy,https://groovyafterlife.xyz
105,The Uncanny Country Club,5000.0,ETH,False,,,,,hw74eVH7da,TheUncannyClub,https://theuncanny.io
106,Crazy Karts Society,5000.0,SOL,False,,,,,,,
107,DAO Hydro Power Plant,10000.0,ETH,False,,,,,44UqzAUnnQ,dao_hpp,https://daohpp.org
108,Spinal Foxes,6000.0,ETH,True,0.04,2022-04-26 00:00:00,0.04,2022-04-26 00:00:00,v8fyBScyeT,SpinalFoxesNFT,https://spinalfoxes.io/
109,Silks Genesis Avatar Collection,10000.0,ETH,False,,,,,silks,gameofsilks,https://www.silks.io/
110,Proud Lions Club,7777.0,ETH,True,,2022-04-27 02:30:00,,2022-04-27 02:30:00,8aVXmMeep9,proudlionsclub,https://www.proudlionsclub.com
111,Lunar Crystals,4444.0,BNB,True,,2022-04-27 05:26:00,,2022-04-27 05:26:00,lnr,lnrdefi,https://lunar.io/crystals
112,GM fren$,3000.0,ETH,False,,,,,CyxygNw65x,GMfrensDAO,https://kevinchoiart.com/gmfrens/
113,The AllBright Sisters,10000.0,ETH,True,0.2,,0.2,,syVHUpspKg,weareAllBright,https://allbrightcollective.com
114,PicaLions,8000.0,ETH,False,,,,,NZuNTcguW6,CiCKartworks,https://picalions.com
115,SuccessMetaCity,10000.0,ETH,True,0.09,2022-04-27 14:00:00,0.09,2022-04-27 14:00:00,successmetacity,successmetacity,https://www.successmetacity.com/
116,SaveWorldNFTs,5000.0,,True,,,,,adfbFZCHmM,saveworldwarnft,https://www.saveworldnfts.com/
117,NFT2Metaverse,9999.0,ETH,False,,,,,eQMACVpU8s,Nft2metaversei,https://nft2metaverse.io/
118,Funny EGGZ - FEGGZ,5000.0,,False,,,,,feggz,FeggzNFT,https://feggz.io/
119,Wrapped Hotels Genesis 1,999.0,ETH,False,,,,,wrappedhotels,WrappedHotels,https://wrappedhotels.io
120,Frahm,1100.0,,False,,,,,u4m9ma56GN,frahm_art,https://frahm.art/
121,CarelessCatDoCare,10000.0,ETH,False,,,,,ccdc,CCDCofficial,https://carelesscatdocare.com/
122,ALPHA BULLS,7777.0,ETH,False,,,,,ny7YvyMkYk,thealphabulls,https://alphabulls.io
